,NAME,ADDRESS,CITY,STATE,ZIP,OWNER,BEDS,RATING
185,TEXAS HEALTH SPECIALTY HOSPITAL FORT WORTH,"1301 PENNSYLVANIA AVENUE,4TH FLOOR",FORT WORTH,TX,76104,NON-PROFIT,15.0,3.4
186,KINDRED HOSPITAL - TARRANT COUNTY - FORT WORTH SOUTHWEST,7800 OAKMONT BOULEVARD,FORT WORTH,TX,76132,PROPRIETARY,80.0,4.7
187,KINDRED HOSPITAL - FORT WORTH,815 EIGHTH AVENUE,FORT WORTH,TX,76104,PROPRIETARY,67.0,4.5
188,REGENCY HOSPITAL OF FORT WORTH,6801 OAKMONT BOULEVARD,FORT WORTH,TX,76132,PROPRIETARY,44.0,4.0
189,HANSFORD COUNTY HOSPITAL,707 SOUTH ROLAND STREET,SPEARMAN,TX,79081,GOVERNMENT - DISTRICT/AUTHORITY,25.0,3.9
190,BAYLOR SCOTT & WHITE SURGICAL HOSPITAL AT SHERMAN,3601 NORTH CALAIS STREET,SHERMAN,TX,75090,PROPRIETARY,14.0,4.5
191,BAYLOR SCOTT & WHITE HOSPITAL - TAYLOR,305 MALLARD LANE,TAYLOR,TX,76574,NON-PROFIT,25.0,N/A
192,CHRISTUS MOTHER FRANCES HOSPITAL - SULPHUR SPRINGS,115 AIRPORT ROAD,SULPHUR SPRINGS,TX,75483,GOVERNMENT - DISTRICT/AUTHORITY,96.0,2.9
193,ROLLING PLAINS MEMORIAL HOSPITAL,200 EAST ARIZONA AVENUE,SWEETWATER,TX,79556,GOVERNMENT - DISTRICT/AUTHORITY,85.0,3.7
194,SOLARA HOSPITAL HARLINGEN,508 VICTORIA LANE,HARLINGEN,TX,78550,PROPRIETARY,41.0,4.0
195,UNIVERSITY OF TEXAS HEALTH CENTER - TYLER,11937 HIGHWAY 271 NORTH,TYLER,TX,75708,GOVERNMENT - STATE,123.0,4.3
196,KINDRED HOSPITAL HOUSTON NORTHWEST,11297 FALLBROOK DRIVE,HOUSTON,TX,77065,PROPRIETARY,84.0,4.5
197,PINE VALLEY SPECIALTY HOSPITAL,6160 SOUTH LOOP EAST,HOUSTON,TX,77087,PROPRIETARY,59.0,4.0
198,PLAZA SPECIALTY HOSPITAL,1300 BINZ STREET,HOUSTON,TX,77004,PROPRIETARY,65.0,3.0
199,ICON HOSPITAL,19211 MCKAY DRIVE,HUMBLE,TX,77338,PROPRIETARY,42.0,N/A
200,HOUSTON METHODIST ST. CATHERINE HOSPITAL,701 SOUTH FRY,KATY,TX,77450,NON-PROFIT,102.0,3.0
201,HILLCREST BAPTIST MEDICAL CENTER,3000 HERRING AVENUE,WACO,TX,76708,NON-PROFIT,576.0,3.0
202,LAREDO SPECIALTY HOSPITAL,2005 BUSTAMANTE STREET,LAREDO,TX,78041,PROPRIETARY,40.0,4.5
203,COVENANT SPECIALTY HOSPITAL,3815 20TH STREET,LUBBOCK,TX,79410,PROPRIETARY,56.0,2.7
204,CHI ST LUKES HEALTH MEMORIAL SPECIALTY HOSPITAL,"1201 WEST FRANK AVENUE,SUITE 5D",LUFKIN,TX,75904,NON-PROFIT,26.0,2.6
205,PAM SPECIALTY HOSPITAL OF LULING,200 MEMORIAL DRIVE,LULING,TX,78648,PROPRIETARY,34.0,4.0
206,KINDRED HOSPITAL - MANSFIELD,1802 HIGHWAY 157 NORTH,MANSFIELD,TX,76063,PROPRIETARY,55.0,4.4
207,SOLARA HOSPITAL MCALLEN,"301 WEST EXPRESSWAY 83,8TH FLOOR",MCALLEN,TX,78503,PROPRIETARY,53.0,3.6
208,MESQUITE SPECIALTY HOSPITAL,1024 NORTH GALLOWAY AVENUE,MESQUITE,TX,75149,PROPRIETARY,40.0,3.4
209,UNITED REGIONAL HEALTH CARE SYSTEM,1600 11TH STREET,WICHITA FALLS,TX,76301,NON-PROFIT,325.0,3.3
210,ALLEGIANCE HEALTH CENTER PERMIAN BASIN,207 TRADEWINDS BOULEVARD,MIDLAND,TX,79706,PROPRIETARY,48.0,N/A
211,PAM SPECIALITY HOSPITAL OF NEW BRAUNFELS,1445 HANZ DRIVE,NEW BRAUNFELS,TX,78130,PROPRIETARY,40.0,4.3
212,MID-JEFFERSON EXTENDED CARE HOSPITAL,2600 HIGHWAY 365,NEDERLAND,TX,77627,PROPRIETARY,48.0,2.5
213,DUBUIS HOSPITAL OF PARIS,820 CLARKSVILLE STREET,PARIS,TX,75460,NON-PROFIT,25.0,2.8
214,KINDRED HOSPITAL BAY AREA,4801 EAST SAM HOUSTON PARKWAY SOUTH,PASADENA,TX,77505,PROPRIETARY,74.0,4.2
215,PLANO SPECIALTY HOSPITAL,1621 COIT ROAD,PLANO,TX,75075,PROPRIETARY,43.0,4.4
216,LIFECARE HOSPITALS OF PLANO,6800 PRESTON ROAD,PLANO,TX,75024,PROPRIETARY,66.0,2.8
217,KINDRED HOSPITAL - SAN ANTONIO,3636 MEDICAL DRIVE,SAN ANTONIO,TX,78229,PROPRIETARY,59.0,3.9
218,KINDRED HOSPITAL - SAN ANTONIO CENTRAL,"111 DALLAS STREET,4TH FLOOR",SAN ANTONIO,TX,78205,PROPRIETARY,44.0,4.4
219,NEXUS SPECIALTY HOSPITAL-SHENANDOAH CAMPUS,123 VISION PARK DRIVE,SHENANDOAH,TX,77384,PROPRIETARY,54.0,4.1
220,CARRUS SPECIALTY HOSPITAL,"1810 U.S. HIGHWAY 82 WEST,STE 200",SHERMAN,TX,75092,PROPRIETARY,16.0,3.8
221,KINDRED HOSPITAL SUGAR LAND,1550 FIRST COLONY BOULEVARD,SUGAR LAND,TX,77479,PROPRIETARY,105.0,3.8
222,ATRIUM MEDICAL CENTER,11929  WEST AIRPORT BOULEVARD,STAFFORD,TX,77477,PROPRIETARY,68.0,3.3
223,EAST TEXAS MEDICAL CENTER SPECIALTY HOSPITAL,"1000 SOUTH BECKHAM AVENUE,5TH FLOOR",TYLER,TX,75711,NON-PROFIT,36.0,N/A
224,TYLER CONTINUE CARE HOSPITAL,"800 EAST DAWSON,4TH FLOOR",TYLER,TX,75701,NON-PROFIT,51.0,4.8
225,PAM SPECIALTY HOSPITAL OF VICTORIA SOUTH,"506 EAST SAN ANTONIO STREET,3RD FL",VICTORIA,TX,77901,PROPRIETARY,23.0,N/A
226,PAM SPECIALTY HOSPITAL OF VICTORIA NORTH,102 MEDICAL DRIVE,VICTORIA,TX,77904,PROPRIETARY,26.0,N/A
227,CORNERSTONE HOSPITAL OF HOUSTON - CLEAR LAKE,709 MEDICAL CENTER BOULEVARD,WEBSTER,TX,77598,PROPRIETARY,74.0,4.3
228,WILLIAM P. CLEMENTS JR. UNIVERSITY HOSPITAL,"6161 HARRY HINES BOULEVARD,SUITE 100",DALLAS,TX,75235,GOVERNMENT - STATE,460.0,N/A
229,PROMISE HOSPITAL OF DALLAS,7955 HARRY HINES BOULEVARD,DALLAS,TX,75235,PROPRIETARY,66.0,4.0
230,KINDRED HOSPITAL - WHITE ROCK,"9440 POPPY DRIVE,5TH FLOOR SOUTH",DALLAS,TX,75218,PROPRIETARY,25.0,4.1
231,EL PASO CHILDREN'S HOSPITAL,4845 ALAMEDA AVENUE,EL PASO,TX,79905,NON-PROFIT,122.0,3.5
232,METHODIST SOUTHLAKE HOSPITAL,421 EAST HIGHWAY 114,SOUTHLAKE,TX,76092,PROPRIETARY,54.0,3.9
233,CONTINUECARE HOSPITAL OF MIDLAND,"4214 ANDREWS HIGHWAY,SUITE 320",MIDLAND,TX,79703,PROPRIETARY,29.0,N/A
234,CORNERSTONE HOSPITAL - MEDICAL CENTER,"2001 HERMANN DRIVE,SUITE 100",HOUSTON,TX,77004,PROPRIETARY,35.0,3.9
235,KINDRED HOSPITAL NORTH HOUSTON,7407 NORTH FREEWAY,HOUSTON,TX,77076,PROPRIETARY,-999.0,5.0
236,BAYLOR SCOTT & WHITE CONTINUING CARE HOSPITAL,546 KEGLEY ROAD,TEMPLE,TX,76502,NON-PROFIT,50.0,3.9
237,VIBRA SPECIALTY HOSPITAL,2700 WALKER WAY,DE SOTO,TX,75115,PROPRIETARY,40.0,4.2
238,PAM SPECIALTY HOSPITAL OF TEXARKANA SOUTH,"1000 PINE STREET,6TH FLOOR",TEXARKANA,TX,75501,PROPRIETARY,19.0,N/A
239,"SOLARA HOSPITAL HARLINGEN, BROWNSVILLE CAMPUS",333 LORENALY DRIVE,BROWNSVILLE,TX,78520,PROPRIETARY,41.0,4.2
240,SELECT SPECIALTY HOSPITAL - DALLAS (DOWNTOWN),"3500 GASTON AVENUE,3RD AND 4TH FLOOR",DALLAS,TX,75246,PROPRIETARY,46.0,4.5
241,SELECT SPECIALTY HOSPITAL - DALLAS (GARLAND),"2300 MARIE CURIE,3W & 3E FLOORS",GARLAND,TX,75042,PROPRIETARY,40.0,3.7
242,VIBRA HOSPITAL OF RICHARDSON,"401 WEST CAMPBELL ROAD,SUITE 300",RICHARDSON,TX,75080,PROPRIETARY,20.0,3.7
243,ATRIUM MEDICAL CENTER,"2813 SOUTH MAYHILL ROAD,2ND FLOOR",DENTON,TX,76208,PROPRIETARY,13.0,3.3
244,PARIS REGIONAL MEDICAL CENTER - NORTH CAMPUS,865 DESHONG DRIVE,PARIS,TX,75461,PROPRIETARY,154.0,2.4
245,SPRING EXCELLENCE SURGICAL HOSPITAL LLC,20635 KUYKENDAHL ROAD,SPRING,TX,77379,PROPRIETARY,12.0,3.7
246,DIGINITY HEALTH-ST.ROSE DOMINICAN BLUE DAIMOND CAMPUS,4855 BLUE DIAMOND ROAD,LAS VAGAS,NV,89139,NON-PROFIT,-999.0,2.6
247,CONTINUECARE HOSPITAL AT MEDICAL CENTER ODESSA,"500 W 4TH STREET,4TH FLOOR",ODESSA,TX,79761,NON-PROFIT,23.0,3.3
248,CORNERSTONE HOSPITAL HOUSTON - BELLAIRE,5314 DASHWOOD,HOUSTON,TX,77081,PROPRIETARY,74.0,3.1
249,VERMONT PSYCHIATRIC CARE HOSPITAL,"280 STATE DRIVE,NOB 2 NORTH",WATERBURY,VT,5671,GOVERNMENT - STATE,53.0,4.7
250,KINDRED HOSPITAL CLEAR LAKE,350 BLOSSOM STREET,WEBSTER,TX,77598,PROPRIETARY,110.0,3.9
251,KINDRED HOSPITAL SPRING,205 HOLLOW TREE LANE,HOUSTON,TX,77090,PROPRIETARY,115.0,4.3
252,KINDRED HOSPITAL THE HEIGHTS,"1800 WEST 26TH STREET,FLOORS 3,4, & 5",HOUSTON,TX,77008,PROPRIETARY,68.0,N/A
253,KINDRED HOSPITAL TOMBALL,505 GRAHAM DRIVE,TOMBALL,TX,77375,PROPRIETARY,75.0,4.6
254,SOLARA HOSPITAL MCALLEN - EDINBURG,2655 CORNERSTONE BOULEVARD,EDINBURG,TX,78539,PROPRIETARY,25.0,1.0
255,NEXUS SPECIALTY HOSPITAL - THE WOODLANDS,9128 SIX PINES DRIVE,THE WOODLANDS,TX,77380,PROPRIETARY,21.0,3.3
256,CORNERSTONE HOSPITAL AUSTIN - ROUND ROCK,4681 COLLEGE PARK DRIVE,ROUND ROCK,TX,78665,PROPRIETARY,54.0,3.4
257,CARL R. DARNALL ARMY MEDICAL CENTER,36000 DARNALL LOOP,FORT HOOD,TX,76544,GOVERNMENT - FEDERAL,-999.0,2.2
258,BROOKE ARMY MEDICAL CENTER,3551 ROGER BROOKE DR,FORT SAM HOUSTON,TX,78234,GOVERNMENT - FEDERAL,-999.0,3.9
259,AUSTIN VA OUTPATIENT CLINIC,7901 METROPOLIS DR,AUSTIN,TX,78744,GOVERNMENT - FEDERAL,-999.0,3.5
260,THE CORPUS CHRISTI MEDICAL CENTER - DOCTORS REGIONAL,3315 S ALAMEDA ST,CORPUS CHRISTI,TX,78411,PROPRIETARY,250.0,4.0
261,MULESHOE AREA MEDICAL CENTER,708 SOUTH FIRST STREET,MULESHOE,TX,79347,GOVERNMENT - DISTRICT/AUTHORITY,25.0,2.0
262,BAYLOR SCOTT & WHITE MCLANE CHILDREN'S MEDICAL CENTER,1901 SOUTHWEST H. K. DODGEN LOOP,TEMPLE,TX,76502,NON-PROFIT,64.0,3.4
263,METROPLEX HOSPITAL,2201 SOUTH CLEAR CREEK ROAD,KILLEEN,TX,76549,NON-PROFIT,172.0,2.3
264,CHRISTUS SPOHN HOSPITAL BEEVILLE,1500 EAST HOUSTON HIGHWAY,BEEVILLE,TX,78102,NON-PROFIT,69.0,2.4
265,SETON MEDICAL CENTER HARKER HEIGHTS,850 WEST CENTRAL TEXAS EXPRESSWAY,HARKER HEIGHTS,TX,76548,NON-PROFIT,83.0,2.2
266,THOMAS E. CREEK VA MEDICAL CENTER,6010 AMARILLO BLVD W,AMARILLO,TX,79106,GOVERNMENT - FEDERAL,-999.0,3.7
267,ACUITY HOSPITAL OF SOUTH TEXAS,718 LEXINGTON AVENUE,SAN ANTONIO,TX,78212,PROPRIETARY,30.0,3.1
268,BAPTIST EMERGENCY HOSPITAL - THOUSAND OAKS,16088 SAN PEDRO,SAN ANTONIO,TX,78232,PROPRIETARY,10.0,2.7
269,WEIMAR MEDICAL CENTER,400 YOUENS DRIVE,WEIMAR,TX,78962,PROPRIETARY,38.0,N/A
270,BAPTIST EMERGENCY HOSPITAL - WESTOVER HILLS,10811 TOWN CENTER DRIVE,SAN ANTONIO,TX,78232,PROPRIETARY,8.0,2.5
271,CHILDREN'S HOSPITAL OF SAN ANTONIO,333 NORTH SANTA ROSA STREET,SAN ANTONIO,TX,78207,NON-PROFIT,652.0,3.6
272,CHRISTUS SANTA ROSA - MEDICAL CENTER,2827 BABCOCK ROAD,SAN ANTONIO,TX,78229,NON-PROFIT,172.0,3.1
273,CHRISTUS SANTA ROSA HOSPITAL - ALAMO HEIGHTS,"403 TREELINE PARK,BUILDING 1",SAN ANTONIO,TX,78209,NON-PROFIT,36.0,4.2
274,CHRISTUS SANTA ROSA HOSPITAL - WESTOVER HILLS,11212 STATE HIGHWAY 151,SAN ANTONIO,TX,78251,NON-PROFIT,150.0,2.2
275,BAPTIST MEDICAL CENTER,111 DALLAS STREET,SAN ANTONIO,TX,78205,PROPRIETARY,623.0,2.8
276,LIFECARE HOSPITALS OF SAN ANTONIO,8902 FLOYD CURL DRIVE,SAN ANTONIO,TX,78240,PROPRIETARY,62.0,3.6
277,NIX HEALTH CARE SYSTEM,414 NAVARRO STREET,SAN ANTONIO,TX,78205,PROPRIETARY,208.0,N/A
278,KAHUKU MEDICAL CENTER,56-117  PUALALEA ST,KAHUKU,HI,96731,GOVERNMENT - STATE,21.0,4.5
279,KAISER FOUNDATION HOSPITAL,3288 MOANALUA RD,HONOLULU,HI,96819,NON-PROFIT,235.0,4.1
280,KOHALA HOSPITAL,54-383  HOSPITAL RD,KAPAAU,HI,96755,GOVERNMENT - STATE,28.0,5.0
281,KONA COMMUNITY HOSPITAL,79-1019  HAUKAPILA ST,KEALAKEKUA,HI,96750,NON-PROFIT,94.0,3.3
282,KUAKINI MEDICAL CENTER,347 NO KUAKINI ST,HONOLULU,HI,96817,NON-PROFIT,94.0,4.4
283,AUSTIN STATE HOSPITAL,4110 GUADALUPE STREET,AUSTIN,TX,78751,GOVERNMENT - STATE,314.0,3.6
284,OCEANS BEHAVIORAL HOSPITAL OF ABILENE,4225 WOODS PLACE,ABILENE,TX,79602,PROPRIETARY,92.0,2.8
285,SETON SHOAL CREEK HOSPITAL,3501 MILLS AVENUE,AUSTIN,TX,78731,NON-PROFIT,147.0,3.2
286,AUSTIN LAKES HOSPITAL,1025 EAST 32ND STREET,AUSTIN,TX,78705,PROPRIETARY,58.0,2.8
287,MILLWOOD HOSPITAL,1011 NORTH COOPER STREET,ARLINGTON,TX,76011,PROPRIETARY,122.0,1.9
288,CEDAR CREST HOSPITAL,3500 IH 35 SOUTH,BELTON,TX,76513,PROPRIETARY,88.0,2.1
289,BIG SPRING STATE HOSPITAL,1901 NORTH HIGHWAY 87,BIG SPRING,TX,79720,GOVERNMENT - STATE,200.0,3.5
290,ASPIRE BEHAVIORAL HEALTH OF CONROE,"2006 SOUTH LOOP 336 WEST,SUITE 500",CONROE,TX,78411,PROPRIETARY,30.0,3.1
291,BAYVIEW BEHAVIORAL HOSPITAL,6629 WOOLDRIDGE,CORPUS CHRISTI,TX,78414,PROPRIETARY,68.0,2.6
292,HICKORY TRAIL HOSPITAL,2000 NORTH OLD HICKORY TRAIL,DE SOTO,TX,75115,PROPRIETARY,84.0,2.2
293,UNIVERSITY BEHAVIORAL HEALTH OF DENTON,2026 WEST UNIVERSITY,DENTON,TX,76201,PROPRIETARY,104.0,2.1
294,MAYHILL HOSPITAL,2809 SOUTH MAYHILL ROAD,DENTON,TX,76208,PROPRIETARY,60.0,2.2
295,EL PASO PSYCHIATRIC CENTER,4615 ALAMEDA AVENUE,EL PASO,TX,79905,GOVERNMENT - STATE,74.0,2.6
296,EL PASO BEHAVIORAL HEALTH SYSTEM,1900 DENVER AVENUE,EL PASO,TX,79902,PROPRIETARY,163.0,2.2
297,GLEN OAKS HOSPITAL,301 EAST DIVISION ST.,GREENVILLE,TX,75402,PROPRIETARY,54.0,N/A
298,RIO GRANDE STATE CENTER,1401 SOUTH RANGERVILLE ROAD,HARLINGEN,TX,78551,GOVERNMENT - STATE,55.0,2.8
299,RIVERSIDE GENERAL HOSPITAL,3204 ENNIS STREET,HOUSTON,TX,77004,NON-PROFIT,98.0,4.3
300,HARRIS COUNTY PSYCHIATRIC CENTER,2800 SOUTH MACGREGOR WAY,HOUSTON,TX,77021,GOVERNMENT - DISTRICT/AUTHORITY,16.0,3.2
301,WEST OAKS HOSPITAL.,6500 HORNWOOD DRIVE,HOUSTON,TX,77074,PROPRIETARY,144.0,2.4
302,INTRACARE NORTH HOSPITAL,1120 CYPRESS STATION,HOUSTON,TX,77090,NON-PROFIT,90.0,2.9
303,CYPRESS CREEK HOSPITAL,17750 CALI DRIVE,HOUSTON,TX,77090,PROPRIETARY,96.0,2.4
304,SUN BEHAVIORAL HOUSTON,7601 FANNIN STREET,HOUSTON,TX,77054,PROPRIETARY,148.0,3.1
305,RECOVERY INNOVATIONS - RECOVERY RESPONSE CENTER,17506 RED OAK DRIVE,HOUSTON,TX,77090,PROPRIETARY,24.0,N/A
306,HOUSTON BEHAVIORAL HEALTHCARE HOSPITAL LLC,2801 GESSNER DRIVE,HOUSTON,TX,77080,PROPRIETARY,88.0,3.3
307,BEHAVIORAL HOSPITAL OF BELLAIRE,"5314 DASHWOOD,SUITE 200 & 300",HOUSTON,TX,77081,PROPRIETARY,124.0,N/A
308,WESTBURY COMMUNITY HOSPITAL,"6060 RICHMOND AVE,# 380",HOUSTON,TX,77057,PROPRIETARY,137.0,N/A
309,KERRVILLE STATE HOSPITAL,721 THOMPSON DRIVE,KERRVILLE,TX,78028,GOVERNMENT - STATE,202.0,3.7
310,KINGWOOD PINES HOSPITAL,2001 LADBROOK DRIVE,KINGWOOD,TX,77339,PROPRIETARY,116.0,1.9
311,DEVEREUX TEXAS TREATMENT NETWORK,1150 DEVEREUX DRIVE,LEAGUE CITY,TX,77573,NON-PROFIT,88.0,2.6
312,SUNRISE CANYON,1950 ASPEN AVENUE,LUBBOCK,TX,79408,NON-PROFIT,30.0,3.2
313,ALLEGIANCE BEHAVIORAL HEALTH CENTER OF PLAINVIEW,"2601 DIMMIT ROAD,FOURTH FLOOR",PLAINVIEW,TX,79072,PROPRIETARY,20.0,2.8
314,TEXAS HEALTH SEAY BEHAVIORAL HEALTH CENTER PLANO,6110 WEST PARKER ROAD,PLANO,TX,75093,NON-PROFIT,48.0,2.5
315,RUSK STATE HOSPITAL,805 NORTH DICKINSON DRIVE,RUSK,TX,75785,GOVERNMENT - STATE,330.0,2.8
316,RIVER CREST HOSPITAL,1636 HUNTERS GLEN ROAD,SAN ANGELO,TX,76901,PROPRIETARY,80.0,2.8
317,SAN ANTONIO STATE HOSPITAL,"6711 SOUTH NEW BRAUNFELS,SUITE 100",SAN ANTONIO,TX,78223,GOVERNMENT - STATE,302.0,N/A
318,LAUREL RIDGE TREATMENT CENTER,17720 CORPORATE WOODS DRIVE,SAN ANTONIO,TX,78259,PROPRIETARY,208.0,2.2
319,CLARITY CHILD GUIDANCE CENTER,8535 TOM SLICK DRIVE,SAN ANTONIO,TX,78229,NON-PROFIT,66.0,3.5
320,WILSON N JONES REGIONAL MEDICAL CENTER - BEHAVIORAL HEALTH SERVICES,1111 GALLAGHER ROAD,SHERMAN,TX,75090,NON-PROFIT,20.0,2.9
321,TERRELL STATE HOSPITAL,1200 EAST BRIN STREET,TERRELL,TX,75160,GOVERNMENT - STATE,316.0,3.0
322,NORTH TEXAS STATE HOSPITAL,4730 COLLEGE DRIVE,VERNON,TX,76384,GOVERNMENT - STATE,640.0,N/A
323,DEPAUL CENTER,301 LONDONDERRY DRIVE,WACO,TX,76702,NON-PROFIT,48.0,2.8
324,RED RIVER HOSPITAL,1505 8TH STREET,WICHITA FALLS,TX,76301,PROPRIETARY,74.0,2.7
325,TIMBERLAWN MENTAL HEALTH SYSTEM,4600 SAMUELL BOULEVARD,DALLAS,TX,75228,PROPRIETARY,144.0,2.1
326,AUSTIN OAKS HOSPITAL,1407 WEST STASSNEY LANE,AUSTIN,TX,78745,PROPRIETARY,80.0,2.3
327,CARROLLTON SPRINGS,2225 PARKER ROAD,CARROLLTON,TX,75010,PROPRIETARY,45.0,4.1
328,DALLAS BEHAVIORAL HEALTHCARE HOSPITAL LLC,800 KIRNWOOD DRIVE,DE SOTO,TX,75115,PROPRIETARY,116.0,3.2
329,OCEANS BEHAVIORAL HEALTHCARE OF LONGVIEW,615 CLINIC DRIVE,LONGVIEW,TX,75605,PROPRIETARY,24.0,3.8
330,LONE STAR BEHAVIORAL HEALTH CYPRESS,16303 GRANT ROAD,CYPRESS,TX,77429,PROPRIETARY,24.0,2.2
331,MONTGOMERY COUNTY MENTAL HEALTH TREATMENT FACILITY,700 HILBIG ROAD,CONROE,TX,77301,GOVERNMENT - LOCAL,100.0,2.6
332,OCEANS BEHAVIORAL HOSPITAL OF THE PERMIAN BASIN,3300 SOUTH FM 1788,MIDLAND,TX,79706,PROPRIETARY,64.0,2.3
333,MESA SPRINGS,5560 MESA SPRINGS DRIVE,FORT WORTH,TX,76123,PROPRIETARY,72.0,3.2
334,PAM REHABILITATION HOSPITAL OF CENTENNIAL HILLS,6166 N DURANGO DRIVE,LAS VAGAS,NV,89149,PROPRIETARY,-999.0,3.8
335,OCEANS BEHAVIORAL HOSPITAL OF LUFKIN,302 GLOBBERS KNOB ROAD,LUFKIN,TX,75902,PROPRIETARY,24.0,2.8
336,SUNDANCE HOSPITAL,7000 US HIGHWAY 287,ARLINGTON,TX,76001,PROPRIETARY,116.0,N/A
337,TEXAS HEALTH SPRINGWOOD HOSPITAL HURST-EULESS-BEDFORD,2717 TIBBETS DRIVE,BEDFORD,TX,76022,NON-PROFIT,70.0,2.9
338,THE MENNINGER CLINIC,12301 SOUTH MAIN STREET,HOUSTON,TX,77035,NON-PROFIT,120.0,3.6
339,METROPLEX PAVILION,2407 SOUTH CLEAR CREEK ROAD,KILLEN,TX,76549,NON-PROFIT,60.0,N/A
340,NIX BEHAVIORAL HEALTH CENTER,1975 BABCOCK RD,SAN ANTONIO,TX,78229,PROPRIETARY,73.0,1.8
341,"SAN ANTONIO BEHAVIORAL HEALTHCARE HOSPITAL, LLC",8550 HUEBNER ROAD,SAN ANTONIO,TX,78222,PROPRIETARY,108.0,2.2
342,ROCK PRAIRIE BEHAVIORAL HEALTH,3550 NORMAND DRIVE,COLLEGE STATION,TX,77842,PROPRIETARY,72.0,2.4
343,PALMS BEHAVIORAL HEALTH,613 VICTORIA LANE,HARLINGEN,TX,78550,PROPRIETARY,94.0,3.2
344,MEDICAL CENTER OF MCKINNEY - WYSONG CAMPUS,130 SOUTH CENTRAL EXPRESSWAY,MCKINNEY,TX,75070,PROPRIETARY,103.0,N/A
345,EATING RECOVERY CENTER,"4708 ALLIANCE BOULEVARD,THIRD FLOOR",PLANO,TX,75093,PROPRIETARY,24.0,N/A
346,HOPEBRIDGE HOSPITAL,5556 GASMER,HOUSTON,TX,77035,PROPRIETARY,135.0,1.8
347,HAVEN BEHAVIORAL HOSPITAL OF FRISCO,5680 FRISCO SQUARE BOULEVARD,FRISCO,TX,75034,PROPRIETARY,36.0,3.0
348,GARLAND BEHAVIORAL HOSPITAL,"2300 MARIE CURIVE BLVD,5TH FLOOR",GARLAND,TX,75042,PROPRIETARY,72.0,2.8
349,SUNDANCE HOSPITAL DALLAS,2696 W WALNUT ST,GARLAND,TX,75042,PROPRIETARY,116.0,1.9
350,WESTPARK SPRINGS,6902 S PEEK ROAD,RICHMOND,TX,77407,PROPRIETARY,72.0,2.6
351,TMC BEHAVIORAL HEALTH CENTER,2601 CORNERSTONE DRIVE,SHERMAN,TX,75090,PROPRIETARY,60.0,2.8
352,OCEANS BEHAVIORAL HOSPITAL OF KATY,455 PARK GROVE LANE,KATY,TX,77450,PROPRIETARY,48.0,2.4
353,VERMONT PSYCHIATRIC CARE HOSPITAL,350 FISHER ROAD,BERLIN,VT,5633,GOVERNMENT - STATE,25.0,4.7
354,BEHAVIORAL MEDICINE AT RENAISSANCE,5510 RAPHAEL DRIVE,EDINBURG,TX,78539,PROPRIETARY,87.0,N/A
355,SOUTH TEXAS BEHAVIORAL HEALTH CENTER,2102 WEST TRENTON ROAD,EDINBURG,TX,78503,PROPRIETARY,134.0,2.6
356,BAPTIST HOSPITALS OF SOUTHEAST TEXAS FANNIN BEHAVIORAL CENTER,3250 FANNIN,BEAUMONT,TX,77701,NON-PROFIT,120.0,3.4
357,THE PAVILIION,7201 EVANS,AMARILLO,TX,79106,PROPRIETARY,106.0,N/A
358,EAST TEXAS MEDICAL CENTER BEHAVIORAL HEALTH CENTER,4101 UNIVERSITY BOULEVARD,TYLER,TX,75701,NON-PROFIT,75.0,N/A
359,JPS HEALTH NETWORK - TRINITY SPRINGS NORTH,1000 ST LOUIS AVENUE,FORTH WORTH,TX,76104,NON-PROFIT,36.0,N/A
360,CROSS CREEK HOSPITAL,8402 CROSS PARK DRIVE,AUSTIN,TX,78754,PROPRIETARY,90.0,2.1
361,TEXAS NEUROREHAB CENTER BEHAVIORAL,"1106 WEST DITTMAR ROAD,BUILDING 1 & 15",AUSTIN,TX,78745,PROPRIETARY,60.0,4.1
362,GEORGETOWN BEHAVIORAL HEALTH INSTITUE,3101 S AUSTIN AVE,GEORGETOWN,TX,78626,PROPRIETARY,118.0,2.4
363,ROCK SPRINGS,700 SOUTHEAST INNER LOOP,GEORGETOWN,TX,78626,PROPRIETARY,72.0,3.1
364,NORTH TEXAS STATE HOSPITAL WICHITA FALLS CAMPUS,6515 KEMP BOULEVARD,WICHITA FALLS,TX,76308,GOVERNMENT - STATE,-999.0,2.6
365,CASA AMISTAD,"1500 PAPPAS,#664",LAREDO,TX,78041,GOVERNMENT - STATE,-999.0,N/A
366,KULA HOSPITAL,100 KEOKEA PLACE,KULA,HI,96790,GOVERNMENT - STATE,6.0,3.6
367,LANAI COMMUNITY HOSPITAL,628 7TH ST,LANAI CITY,HI,96763,GOVERNMENT - STATE,24.0,3.3
368,LEAHI HOSPITAL,3675 KILAUEA AVENUE,HONOLULU,HI,96816,GOVERNMENT - STATE,164.0,5.0
369,MAUI MEMORIAL MEDICAL CENTER,221 MAHALANI ST,WAILUKU,HI,96793,GOVERNMENT - STATE,213.0,3.2
370,MOLOKAI GENERAL HOSPITAL,280 HOME OLU PL,KAUNAKAKAI,HI,96748,NON-PROFIT,15.0,4.7
371,KAPIOLANI MEDICAL CENTER,1319 PUNAHOU ST,HONOLULU,HI,96826,NON-PROFIT,225.0,4.1
372,NORTH HAWAII COMMUNITY HOSPITAL,67-1125 MAMALAHOA HWY,KAMUELA,HI,96743,NON-PROFIT,33.0,4.2
